HCODE,HSERIAL,TCODE,FAMILY,GENUS,SPECIES,IS_FRAGMENT,IS_DRAWING,INFO,SUBSPECIES,VARIETY,ALT_INFO,ALT_GENUS,ALT_SPECIES,ALT_TYPE,YR,FILEPATH,FILETYPE
A,47033,IT,Euphorbiaceae,Codiaeum,ciliatum,N,N,"IT, A47033",,,,,,,2003,"/Euphorbiaceae/Codiaeum ciliatum, IT, A47033.jpg",JPG
A,47538,IT,Euphorbiaceae,Croton,argyratus,N,N,"(C cupreus, IT) A47538",,,"C cupreus, IT",Croton,cupreus,,2003,"/Euphorbiaceae/Croton argyratus (C cupreus, IT) A47538.jpg",JPG
A,55902,IT,Euphorbiaceae,Drypetes,bawanii,N,N,"(Cyclostemon bawanii, IT) A55902",,,"Cyclostemon bawanii, IT",Cyclostemon,bawanii,,2003,"/Euphorbiaceae/Drypetes bawanii (Cyclostemon bawanii, IT) A55902.jpg",JPG
A,55908,IT,Euphorbiaceae,Drypetes,grandifolia,N,N,"(Cyclostemon megac~, IT) A55908",,,"Cyclostemon megac~, IT",Cyclostemon,megac~,,2003,"/Euphorbiaceae/Drypetes grandifolia (Cyclostemon megac~, IT) A55908.jpg",JPG
A,55909,IT,Euphorbiaceae,Drypetes,littoralis,N,N,"(Cyclostemon mindorensis, IT) A55909",,,"Cyclostemon mindorensis, IT",Cyclostemon,mindorensis,,2003,"/Euphorbiaceae/Drypetes littoralis (Cyclostemon mindorensis, IT) A55909.jpg",JPG
A,55913,IT,Euphorbiaceae,Drypetes,subcrenata,N,N,"(Cyclostemon subcrenatus, IT) A55913",,,"Cyclostemon subcrenatus, IT",Cyclostemon,subcrenatus,,2003,"/Euphorbiaceae/Drypetes subcrenata (Cyclostemon subcrenatus, IT) A55913.jpg",JPG
A,48082,IT,Euphorbiaceae,Glochidion,subfalcatum,N,N,"IT, A48082",,,,,,,2003,"/Euphorbiaceae/Glochidion subfalcatum, IT, A48082.jpg",JPG
A,48083,IT,Euphorbiaceae,Glochidion,urophylloides,N,N,"IT, A48083",,,,,,,2003,"/Euphorbiaceae/Glochidion urophylloides, IT, A48083.jpg",JPG
A,48396,IT,Euphorbiaceae,Mallotus,mollissimus,N,N,"(M confusus, IT) A48396",,,"M confusus, IT",Mallotus,confusus,,2003,"/Euphorbiaceae/Mallotus mollissimus (M confusus, IT) A48396.bmp",BMP
A,103634,IT,Euphorbiaceae,Mallotus,wenzelianus,N,N,"IT, A103634",,,,,,,2003,"/Euphorbiaceae/Mallotus wenzelianus, IT, A103634.jpg",JPG
A,48711,IT,Euphorbiaceae,Ptychopyxis,philippina,N,N,"IT, A48711",,,,,,,2003,"/Euphorbiaceae/Ptychopyxis philippina, IT, A48711.jpg",JPG
A,46218,IT,Euphorbiaceae,Spathiostemon,javensis,N,N,"(Mallotus eglandulosum, IT) A46218",,,"Mallotus eglandulosum, IT",Mallotus,eglandulosum,,2003,"/Euphorbiaceae/Spathiostemon javensis (Mallotus eglandulosum, IT) A46218.jpg",JPG
A,48891,IT,Euphorbiaceae,Trigonostemon,angustifolius,N,N,"IT, A48891",,,,,,,2003,"/Euphorbiaceae/Trigonostemon angustifolius, IT, A48891.jpg",JPG
A,48896,IT,Euphorbiaceae,Trigonostemon,longipedunculatus,N,N,"(Croton longiped~, IT) A48896",,,"Croton longiped~, IT",Croton,longiped~,,2003,"/Euphorbiaceae/Trigonostemon longipedunculatus (Croton longiped~, IT) A48896.jpg",JPG
A,48898,IT,Euphorbiaceae,Trigonostemon,oblongifolius,N,N,"IT, A48898",,,,,,,2003,"/Euphorbiaceae/Trigonostemon oblongifolius, IT, A48898.jpg",JPG
A,107136,IT,Gesneriaceae,Agalmyla,montis-tomasii,N,N,"IT, A107136",,,,,,,2003,"/Gesneriaceae/Agalmyla montis-tomasii, IT, A107136.jpg",JPG
A,54954,IT,Gesneriaceae,Cyrtandra,apoensis,N,N,"IT, A54954",,,,,,,2003,"/Gesneriaceae/Cyrtandra apoensis, IT, A54954.jpg",JPG
A,54973,IT,Gesneriaceae,Cyrtandra,humilis,N,N,"IT, A54973",,,,,,,2003,"/Gesneriaceae/Cyrtandra humilis, IT, A54973.jpg",JPG
A,54981,IT,Gesneriaceae,Cyrtandra,lagunae,N,N,"(C maquilingensis, IT) A54981",,,"C maquilingensis, IT",Cyrtandra,maquilingensis,,2003,"/Gesneriaceae/Cyrtandra lagunae (C maquilingensis, IT) A54981.jpg",JPG
A,54974,IT,Gesneriaceae,Cyrtandra,lancifolia,N,N,"IT, A54974",,,,,,,2003,"/Gesneriaceae/Cyrtandra lancifolia, IT, A54974.jpg",JPG
A,54972,IT,Gesneriaceae,Cyrtandra,macrodiscus,N,N,"(C grossedentata, IT) A54972",,,"C grossedentata, IT",Cyrtandra,grossedentata,,2003,"/Gesneriaceae/Cyrtandra macrodiscus (C grossedentata, IT) A54972.jpg",JPG
A,54953,IT,Gesneriaceae,Cyrtandra,oblongifolia,N,N,"(C angularis, IT) A54953",,,"C angularis, IT",Cyrtandra,angularis,,2003,"/Gesneriaceae/Cyrtandra oblongifolia (C angularis, IT) A54953.jpg",JPG
A,54992,IT,Gesneriaceae,Cyrtandra,santosii,N,N,"IT, A54992",,,,,,,2003,"/Gesneriaceae/Cyrtandra santosii, IT, A54992.jpg",JPG
A,54994,IT,Gesneriaceae,Cyrtandra,similis,N,N,"IT, A54994",,,,,,,2003,"/Gesneriaceae/Cyrtandra similis, IT, A54994.jpg",JPG
A,54997,IT,Gesneriaceae,Cyrtandra,tayabensis,N,N,"IT, A54997",,,,,,,2003,"/Gesneriaceae/Cyrtandra tayabensis, IT, A54997.jpg",JPG
A,112986,IT,Grammitidaceae,Acrosorus,nudicarpus,N,N,"IT, A112986",,,,,,,2003,"/Grammitidaceae/Acrosorus nudicarpus, IT, A112986.jpg",JPG
A,112987,IT,Grammitidaceae,Acrosorus,nudicarpus,N,N,"IT, A112987",,,,,,,2003,"/Grammitidaceae/Acrosorus nudicarpus, IT, A112987.jpg",JPG
A,67331,IT,Guttiferae,Calophyllum,brachyphyllum,N,N,"IT, A67331",,,,,,,2003,"/Guttiferae/Calophyllum brachyphyllum, IT, A67331.jpg",JPG
A,67352,IT,Guttiferae,Calophyllum,oliganthum,N,N,"IT, A67352",,,,,,,2003,"/Guttiferae/Calophyllum oliganthum, IT, A67352.jpg",JPG
A,39548,IT,Guttiferae,Garcinia,dives,N,N,"(G palawanensis, IT) A39548",,,"G palawanensis, IT",Garcinia,palawanensis,,2003,"/Guttiferae/Garcinia dives (G palawanensis, IT) A39548.jpg",JPG
A,67533,IT,Guttiferae,Garcinia,eugeniaefolia,N,N,"(G microphylla, IT) A67533",,,"G microphylla, IT",Garcinia,microphylla,,2003,"/Guttiferae/Garcinia eugeniaefolia (G microphylla, IT) A67533.jpg",JPG
A,67533,IT,Guttiferae,Garcinia,microphylla,N,N,"IT, A67533",,,,,,,2003,"/Guttiferae/Garcinia microphylla, IT, A67533.jpg",JPG
A,67535,IT,Guttiferae,Garcinia,oligophlebia,N,N,"IT, A67535",,,,,,,2003,"/Guttiferae/Garcinia oligophlebia, IT, A67535.jpg",JPG
A,67536,IT,Guttiferae,Garcinia,pacifica,N,N,"IT, A67536",,,,,,,2003,"/Guttiferae/Garcinia pacifica, IT, A67536.jpg",JPG
A,67539,IT,Guttiferae,Garcinia,samarensis,N,N,"IT, A67539",,,,,,,2003,"/Guttiferae/Garcinia samarensis, IT, A67539.jpg",JPG
A,39549,IT,Guttiferae,Garcinia,tetrandra,N,N,"(G pinnatinervia, IT) A39549",,,"G pinnatinervia, IT",Garcinia,pinnatinervia,,2003,"/Guttiferae/Garcinia tetrandra (G pinnatinervia, IT) A39549.jpg",JPG
A,67979,IT,Guttiferae,Kayea,lanceolata,N,N,"IT, A67979",,,,,,,2003,"/Guttiferae/Kayea lanceolata, IT, A67979.jpg",JPG
A,67980,IT,Guttiferae,Kayea,lineata,N,N,"IT, A67980",,,,,,,2003,"/Guttiferae/Kayea lineata, IT, A67980.jpg",JPG
A,52077,IT,Hamamelidaceae,Sycopsis,dunnii,N,N,"(Croton curtiflorus, IT) A52077",,,"Croton curtiflorus, IT",Croton,curtiflorus,,1997,"/Hamamelidaceae/Sycopsis dunnii (Croton curtiflorus, IT) A52077.jpg",JPG
A,41826,IT,Lauraceae,Actinodaphne,bicolor,N,N,"(Litsea bicolor Elmer, IT) A41826",,,"Litsea bicolor Elmer, IT",Litsea,bicolor,,2003,"/Lauraceae/Actinodaphne bicolor (Litsea bicolor Elmer, IT) A41826.jpg",JPG
A,42022,IT,Lauraceae,Actinodaphne,intermedia,N,N,"(Neolitsea interm~, IT) A42022",,,"Neolitsea interm~, IT",Neolitsea,interm~,,2003,"/Lauraceae/Actinodaphne intermedia (Neolitsea interm~, IT) A42022.jpg",JPG
A,41834,IT,Lauraceae,Actinodaphne,macgregorii,N,N,"(Litsea macgre~, IT) A41834",,,"Litsea macgre~, IT",Litsea,macgre~,,2003,"/Lauraceae/Actinodaphne macgregorii (Litsea macgre~, IT) A41834.jpg",JPG
A,41555,IT,Lauraceae,Alseodaphne,philippinensis,N,N,"(Iteadaphne philip~, IT) A41555",,,"Iteadaphne philip~, IT",Iteadaphne,philip~,,2003,"/Lauraceae/Alseodaphne philippinensis (Iteadaphne philip~, IT) A41555.jpg",JPG
A,41338,IT,Lauraceae,Cinnamomum,lanaoense,N,N,"IT, A41338",,,,,,,2003,"/Lauraceae/Cinnamomum lanaoense, IT, A41338.jpg",JPG
A,41435,IT,Lauraceae,Cryptocarya,beilschmiediifolia,N,N,"IT, A41435",,,,,,,2003,"/Lauraceae/Cryptocarya beilschmiediifolia, IT, A41435.jpg",JPG
A,56753,IT,Lauraceae,Cryptocarya,cagayanensis,N,N,"IT, A56753",,,,,,,2003,"/Lauraceae/Cryptocarya cagayanensis, IT, A56753.jpg",JPG
A,41437,IT,Lauraceae,Cryptocarya,crassinervia,N,N,"(C edanoi, IT) A41437",,,"C edanoi, IT",Cryptocarya,edanoi,,2003,"/Lauraceae/Cryptocarya crassinervia (C edanoi, IT) A41437.jpg",JPG
A,41457,IT,Lauraceae,Cryptocarya,infectoria,N,N,"(C villarii, IT) A41457",,,"C villarii, IT",Cryptocarya,villarii,,2003,"/Lauraceae/Cryptocarya infectoria (C villarii, IT) A41457.jpg",JPG
A,41449,IT,Lauraceae,Cryptocarya,mindanaensis,N,N,"IT, A41449",,,,,,,2003,"/Lauraceae/Cryptocarya mindanaensis, IT, A41449.jpg",JPG
A,41450,IT,Lauraceae,Cryptocarya,oligocarpa,N,N,"IT, A41450",,,,,,,2003,"/Lauraceae/Cryptocarya oligocarpa, IT, A41450.jpg",JPG
A,41452,IT,Lauraceae,Cryptocarya,parvifolia,N,N,"IT, A41452",,,,,,,2003,"/Lauraceae/Cryptocarya parvifolia, IT, A41452.jpg",JPG
A,41827,IT,Lauraceae,Litsea,baruringensis,N,N,"(L caesifolia, IT) A41827",,,"L caesifolia, IT",Litsea,caesifolia,,2003,"/Lauraceae/Litsea baruringensis (L caesifolia, IT) A41827.jpg",JPG
A,41819,IT,Lauraceae,Litsea,plateaefolia,N,N,"(L abraensis, IT) A41819",,,"L abraensis, IT",Litsea,abraensis,,2003,"/Lauraceae/Litsea plateaefolia (L abraensis, IT) A41819.jpg",JPG
A,42023,IT,Lauraceae,Neolitsea,lanceolata,N,N,"IT, A42023",,,,,,,2003,"/Lauraceae/Neolitsea lanceolata, IT, A42023.jpg",JPG
A,42024,IT,Lauraceae,Neolitsea,paucinervia,N,N,"IT, A42024",,,,,,,2003,"/Lauraceae/Neolitsea paucinervia, IT, A42024.jpg",JPG
A,51625,IT,Leeaceae,Leea,guineensis,N,N,"(L parva, IT) A 51625",,,"L parva, IT",Leea,parva,,2003,"/Leeaceae/Leea guineensis (L parva, IT) A 51625.jpg",JPG
A,72596,IT,Melastomataceae,Melastoma,crinitum,N,N,"(M setosum, IT) A72596",,,"M setosum, IT",Melastoma,setosum,,1998,"/Melastomataceae/Melastoma crinitum (M setosum, IT) A72596.jpg",JPG
A,44811,IT,Meliaceae,Dysoxylum,alliaceum,N,N,"(D platyphyllum, IT) A44811",,,"D platyphyllum, IT",Dysoxylum,platyphyllum,,2003,"/Meliaceae/Dysoxylum alliaceum (D platyphyllum, IT) A44811.jpg",JPG
A,44810,IT,Meliaceae,Dysoxylum,excelsum,N,N,"(D pallidum, IT) A44810",,,"D pallidum, IT",Dysoxylum,pallidum,,2003,"/Meliaceae/Dysoxylum excelsum (D pallidum, IT) A44810.jpg",JPG
A,44815,IT,Meliaceae,Dysoxylum,oppositifolium,N,N,"(D wenzelii, IT) A44815",,,"D wenzelii, IT",Dysoxylum,wenzelii,,2003,"/Meliaceae/Dysoxylum oppositifolium (D wenzelii, IT) A44815.jpg",JPG
A,34356,IT,Moraceae,Artocarpus,multifidus,N,N,"IT, A34356",,,,,,,2003,"/Moraceae/Artocarpus multifidus, IT, A34356.jpg",JPG
A,34357,IT,Moraceae,Artocarpus,multifidus,N,N,"IT, A34357",,,,,,,2003,"/Moraceae/Artocarpus multifidus, IT, A34357.bmp",BMP
A,34357,IT,Moraceae,Artocarpus,multifidus,N,N,"IT, A34357",,,,,,,2003,"/Moraceae/Artocarpus multifidus, IT, A34357.jpg",JPG
A,39776,IT,Myristicaceae,Horsfieldia,costulata,N,N,"(H megacarpa, IT) A39776",,,"H megacarpa, IT",Horsfieldia,megacarpa,,2003,"/Myristicaceae/Horsfieldia costulata (H megacarpa, IT) A39776.jpg",JPG
A,25375,IT,Myrsinaceae,Ardisia,lanceolata,N,N,"(A clementis, IT) A25375",,,"A clementis, IT",Ardisia,clementis,,2003,"/Myrsinaceae/Ardisia lanceolata (A clementis, IT) A25375.jpg",JPG
A,25430,IT,Myrsinaceae,Discocalyx,linearifolia,N,N,"IT, A25430",,,,,,,2003,"/Myrsinaceae/Discocalyx linearifolia, IT, A25430.jpg",JPG
A,25433,IT,Myrsinaceae,Discocalyx,mindanaensis,N,N,"IT, A25433",,,,,,,2003,"/Myrsinaceae/Discocalyx mindanaensis, IT, A25433.jpg",JPG
A,25434,IT,Myrsinaceae,Discocalyx,montana,N,N,"IT, A25434",,,,,,,2003,"/Myrsinaceae/Discocalyx montana, IT, A25434.jpg",JPG
A,25432,IT,Myrsinaceae,Discocalyx,palawanensis,N,N,"(D merrillii Elmer, IT, non Mez) A25432",,,"D merrillii Elmer, IT, non Mez",Discocalyx,merrillii,,2003,"/Myrsinaceae/Discocalyx palawanensis (D merrillii Elmer, IT, non Mez) A25432.jpg",JPG
A,25435,IT,Myrsinaceae,Discocalyx,psychotrioides,N,N,"IT, A25435",,,,,,,2003,"/Myrsinaceae/Discocalyx psychotrioides, IT, A25435.jpg",JPG
A,25462,IT,Myrsinaceae,Embelia,whitfordii,N,N,"(E urdanetensis, IT) A25462",,,"E urdanetensis, IT",Embelia,urdanetensis,,2003,"/Myrsinaceae/Embelia whitfordii (E urdanetensis, IT) A25462.jpg",JPG
A,25183,IT,Myrsinaceae,Loheria,crassifolia,N,N,"(Amblyanthopsis crass~, IT) A25183",,,"Amblyanthopsis crass~, IT",Amblyanthopsis,crass~,,2003,"/Myrsinaceae/Loheria crassifolia (Amblyanthopsis crass~, IT) A25183.jpg",JPG
A,25545,IT,Myrsinaceae,Maesa,davaensis,N,N,"IT, A25545",,,,,,,2003,"/Myrsinaceae/Maesa davaensis, IT, A25545.jpg",JPG
A,25546,IT,Myrsinaceae,Maesa,haenkeana,N,N,"(M embelioides, IT) A25546",,,"M embelioides, IT",Maesa,embelioides,,2003,"/Myrsinaceae/Maesa haenkeana (M embelioides, IT) A25546.jpg",JPG
A,25548,IT,Myrsinaceae,Maesa,haenkeana,N,N,"(M irosinensis, IT) A25548",,,"M irosinensis, IT",Maesa,irosinensis,,2003,"/Myrsinaceae/Maesa haenkeana (M irosinensis, IT) A25548.jpg",JPG
A,71587,IT,Myrtaceae,Kania,microphylla,N,N,"(Tristania micro~, IT) A71587",,,"Tristania micro~, IT",Tristania,micro~,,2003,"/Myrtaceae/Kania microphylla (Tristania micro~, IT) A71587.jpg",JPG
A,69741,IT,Myrtaceae,Syzygium,alvarezii,N,N,"(Eugenia maquilingensis, IT) A69741",,,"Eugenia maquilingensis, IT",Eugenia,maquilingensis,,2003,"/Myrtaceae/Syzygium alvarezii (Eugenia maquilingensis, IT) A69741.jpg",JPG
A,69679,IT,Myrtaceae,Syzygium,cardiophyllum,N,N,"(Eugenia cardiophylla, IT)1 A69679",,,"Eugenia cardiophylla, IT",Eugenia,cardiophylla,,2003,"/Myrtaceae/Syzygium cardiophyllum (Eugenia cardiophylla, IT)1 A69679.jpg",JPG
A,69679,IT,Myrtaceae,Syzygium,cardiophyllum,N,N,"(Eugenia cardiophylla, IT)2 A69679",,,"Eugenia cardiophylla, IT",Eugenia,cardiophylla,,2003,"/Myrtaceae/Syzygium cardiophyllum (Eugenia cardiophylla, IT)2 A69679.jpg",JPG
A,71502,IT,Myrtaceae,Syzygium,cavitense,N,N,"IT, A71502",,,,,,,2003,"/Myrtaceae/Syzygium cavitense, IT, A71502.jpg",JPG
A,69674,IT,Myrtaceae,Syzygium,confertum,N,N,"(Eugenia calvinii, IT) A69674",,,"Eugenia calvinii, IT",Eugenia,calvinii,,2003,"/Myrtaceae/Syzygium confertum (Eugenia calvinii, IT) A69674.jpg",JPG
A,69682,IT,Myrtaceae,Syzygium,consanguineum,N,N,"(Eugenia consanguinea, IT) A69682",,,"Eugenia consanguinea, IT",Eugenia,consanguinea,,2003,"/Myrtaceae/Syzygium consanguineum (Eugenia consanguinea, IT) A69682.jpg",JPG
A,69784,IT,Myrtaceae,Syzygium,densinervium,N,N,"(Eugenia silvestrei, IT) A69784",,,"Eugenia silvestrei, IT",Eugenia,silvestrei,,2003,"/Myrtaceae/Syzygium densinervium (Eugenia silvestrei, IT) A69784.jpg",JPG
A,69688,IT,Myrtaceae,Syzygium,diffusiflorum,N,N,"(Eugenia diffusa Merr., IT, non Turr.) A69688",,,"Eugenia diffusa Merr., IT, non Turr.",Eugenia,diffusa,,2003,"/Myrtaceae/Syzygium diffusiflorum (Eugenia diffusa Merr., IT, non Turr.) A69688.jpg",JPG
A,69694,IT,Myrtaceae,Syzygium,elliptifolium,N,N,"(Eugenia elliptifolia, IT) A69694",,,"Eugenia elliptifolia, IT",Eugenia,elliptifolia,,2003,"/Myrtaceae/Syzygium elliptifolium (Eugenia elliptifolia, IT) A69694.jpg",JPG
A,69805,IT,Myrtaceae,Syzygium,elliptilimbum,N,N,"(Eugenia suluensis, IT) A69805",,,"Eugenia suluensis, IT",Eugenia,suluensis,,2003,"/Myrtaceae/Syzygium elliptilimbum (Eugenia suluensis, IT) A69805.jpg",JPG
A,69725,IT,Myrtaceae,Syzygium,lancilimbum,N,N,"(Eugenia lancilimba, IT) A69725",,,"Eugenia lancilimba, IT",Eugenia,lancilimba,,2003,"/Myrtaceae/Syzygium lancilimbum (Eugenia lancilimba, IT) A69725.jpg",JPG
A,69780,IT,Myrtaceae,Syzygium,leytense,N,N,"(Eugenia sarcocarpa, IT) A69780",,,"Eugenia sarcocarpa, IT",Eugenia,sarcocarpa,,2003,"/Myrtaceae/Syzygium leytense (Eugenia sarcocarpa, IT) A69780.jpg",JPG
A,69751,IT,Myrtaceae,Syzygium,longiflorum,N,N,"(Eugenia miquelii Elmer, ined., IT) A69751",,,"Eugenia miquelii Elmer, ined., IT",Eugenia,miquelii,,2003,"/Myrtaceae/Syzygium longiflorum (Eugenia miquelii Elmer, ined., IT) A69751.jpg",JPG
A,69726,IT,Myrtaceae,Syzygium,mainitense,N,N,"(Eugenia leucocarpa, IT) A69726",,,"Eugenia leucocarpa, IT",Eugenia,leucocarpa,,2003,"/Myrtaceae/Syzygium mainitense (Eugenia leucocarpa, IT) A69726.jpg",JPG
A,69743,IT,Myrtaceae,Syzygium,martelinoi,N,N,"(Eugenia martelinoi, IT) A69743",,,"Eugenia martelinoi, IT",Eugenia,martelinoi,,2003,"/Myrtaceae/Syzygium martelinoi (Eugenia martelinoi, IT) A69743.jpg",JPG
A,69744,IT,Myrtaceae,Syzygium,megistophyllum,N,N,"(Eugenia megalophylla, IT) A69744 (1)",,,"Eugenia megalophylla, IT",Eugenia,megalophylla,,2003,"/Myrtaceae/Syzygium megistophyllum (Eugenia megalophylla, IT) A69744 (1).jpg",JPG
A,69744,IT,Myrtaceae,Syzygium,megistophyllum,N,N,"(Eugenia megalophylla, IT) A69744 (2)",,,"Eugenia megalophylla, IT",Eugenia,megalophylla,,2003,"/Myrtaceae/Syzygium megistophyllum (Eugenia megalophylla, IT) A69744 (2).jpg",JPG
A,69759,IT,Myrtaceae,Syzygium,panayense,N,N,"(Eugenia panayensis, IT) A69759",,,"Eugenia panayensis, IT",Eugenia,panayensis,,2003,"/Myrtaceae/Syzygium panayense (Eugenia panayensis, IT) A69759.jpg",JPG
A,69764,IT,Myrtaceae,Syzygium,paucivenium,N,N,"(Eugenia paucivenia, IT) A69764",,,"Eugenia paucivenia, IT",Eugenia,paucivenia,,2003,"/Myrtaceae/Syzygium paucivenium (Eugenia paucivenia, IT) A69764.jpg",JPG
A,69613,IT,Myrtaceae,Syzygium,polyanthum,N,N,"(Eugenia atropunctata, IT) A69613",,,"Eugenia atropunctata, IT",Eugenia,atropunctata,,2003,"/Myrtaceae/Syzygium polyanthum (Eugenia atropunctata, IT) A69613.jpg",JPG
A,69773,IT,Myrtaceae,Syzygium,rizalense,N,N,"(Eugenia rizalensis, IT) A69773",,,"Eugenia rizalensis, IT",Eugenia,rizalensis,,2003,"/Myrtaceae/Syzygium rizalense (Eugenia rizalensis, IT) A69773.jpg",JPG
A,69802,IT,Myrtaceae,Syzygium,robertii,N,N,"(Eugenia succulenta, IT) A69802",,,"Eugenia succulenta, IT",Eugenia,succulenta,,2003,"/Myrtaceae/Syzygium robertii (Eugenia succulenta, IT) A69802.jpg",JPG
A,69778,IT,Myrtaceae,Syzygium,santosii,N,N,"(Eugenia santosii, IT) A69778",,,"Eugenia santosii, IT",Eugenia,santosii,,2003,"/Myrtaceae/Syzygium santosii (Eugenia santosii, IT) A69778.jpg",JPG
A,69783,IT,Myrtaceae,Syzygium,siderocolum,N,N,"(Eugenia siderocola, IT) A69783",,,"Eugenia siderocola, IT",Eugenia,siderocola,,2003,"/Myrtaceae/Syzygium siderocolum (Eugenia siderocola, IT) A69783.jpg",JPG
A,69806,IT,Myrtaceae,Syzygium,surigaense,N,N,"(Eugenia surigaensis, IT) A69806",,,"Eugenia surigaensis, IT",Eugenia,surigaensis,,2003,"/Myrtaceae/Syzygium surigaense (Eugenia surigaensis, IT) A69806.jpg",JPG
A,69757,IT,Myrtaceae,Syzygium,tenuirame,N,N,"(Eugenia nitidissima, IT) A69757",,,"Eugenia nitidissima, IT",Eugenia,nitidissima,,2003,"/Myrtaceae/Syzygium tenuirame (Eugenia nitidissima, IT) A69757.jpg",JPG
A,69812,IT,Myrtaceae,Syzygium,tula,N,N,"(Eugenia tula, IT) A69812",,,"Eugenia tula, IT",Eugenia,tula,,2003,"/Myrtaceae/Syzygium tula (Eugenia tula, IT) A69812.jpg",JPG
A,69677,IT,Myrtaceae,Syzygium,urdanetense,N,N,"(Eugenia capizensis, IT) A69677",,,"Eugenia capizensis, IT",Eugenia,capizensis,,2003,"/Myrtaceae/Syzygium urdanetense (Eugenia capizensis, IT) A69677.jpg",JPG
A,69789,IT,Myrtaceae,Syzygium,vidalianum,N,N,"(Eugenia sorsogonensis, IT) A69789",,,"Eugenia sorsogonensis, IT",Eugenia,sorsogonensis,,2003,"/Myrtaceae/Syzygium vidalianum (Eugenia sorsogonensis, IT) A69789.jpg",JPG
A,69822,IT,Myrtaceae,Syzygium,vidalianum,N,N,"(Eugenia vidaliana, IT) A69822",,,"Eugenia vidaliana, IT",Eugenia,vidaliana,,2003,"/Myrtaceae/Syzygium vidalianum (Eugenia vidaliana, IT) A69822.jpg",JPG
A,71517,IT,Myrtaceae,Syzygium,vulcanicum,N,N,"IT, A71517",,,,,,,2003,"/Myrtaceae/Syzygium vulcanicum, IT, A71517.jpg",JPG
A,69826,IT,Myrtaceae,Syzygium,wenzelii,N,N,"(Eugenia wenzelii, IT) A69826",,,"Eugenia wenzelii, IT",Eugenia,wenzelii,,2003,"/Myrtaceae/Syzygium wenzelii (Eugenia wenzelii, IT) A69826.jpg",JPG
A,62732,IT,Ochnaceae,Schuurmansia,vidalii,N,N,"(Calophyllum vidalii, IT) A62732",,,"Calophyllum vidalii, IT",Calophyllum,vidalii,,2004,"/Ochnaceae/Schuurmansia vidalii (Calophyllum vidalii, IT) A62732.jpg",JPG
A,75051,IT,Oleaceae,Chionanthus,coriaceus,N,N,"(Linociera coriacea, IT) A75051",,,"Linociera coriacea, IT",Linociera,coriacea,,2003,"/Oleaceae/Chionanthus coriaceus (Linociera coriacea, IT) A75051.jpg",JPG
A,75058,IT,Oleaceae,Chionanthus,coriaceus,N,N,"(Linociera urdanetensis, IT) A75058",,,"Linociera urdanetensis, IT",Linociera,urdanetensis,,2003,"/Oleaceae/Chionanthus coriaceus (Linociera urdanetensis, IT) A75058.jpg",JPG
A,75055,IT,Oleaceae,Chionanthus,grandifolius,N,N,"(Linociera grandifolia, IT) A75055",,,"Linociera grandifolia, IT",Linociera,grandifolia,,2003,"/Oleaceae/Chionanthus grandifolius (Linociera grandifolia, IT) A75055.jpg",JPG
A,73969,IT,Oleaceae,Jasminum,populifolium,N,N,"(J ixoroides, IT) A73969",,,"J ixoroides, IT",Jasminum,ixoroides,,2003,"/Oleaceae/Jasminum populifolium (J ixoroides, IT) A73969.jpg",JPG
A,75018,IT,Oleaceae,Ligustrum,stenophyllum,N,N,"IT, A75018",,,,,,,2003,"/Oleaceae/Ligustrum stenophyllum, IT, A75018.jpg",JPG
A,19884,IT,Pandanaceae,Freycinetia,rigida,N,N,"(F botuliformis, IT) A19884",,,"F botuliformis, IT",Freycinetia,botuliformis,,2003,"/Pandanaceae/Freycinetia rigida (F botuliformis, IT) A19884.jpg",JPG
A,20100,IT,Pandanaceae,Pandanus,apoensis,N,N,"IT, A20100",,,,,,,2003,"/Pandanaceae/Pandanus apoensis, IT, A20100.jpg",JPG
A,20111,IT,Pandanaceae,Pandanus,apoensis,N,N,"(P dinagatensis, IT) A20111",,,"P dinagatensis, IT",Pandanus,dinagatensis,,2003,"/Pandanaceae/Pandanus apoensis (P dinagatensis, IT) A20111.jpg",JPG
A,20102,IT,Pandanaceae,Pandanus,biliranensis,N,N,"IT, A20102",,,,,,,2003,"/Pandanaceae/Pandanus biliranensis, IT, A20102.jpg",JPG
A,20103,IT,Pandanaceae,Pandanus,busuangensis,N,N,"IT, A20103",,,,,,,2003,"/Pandanaceae/Pandanus busuangensis, IT, A20103.jpg",JPG
A,20104,IT,Pandanaceae,Pandanus,calamianensis,N,N,"IT, A20104",,,,,,,2003,"/Pandanaceae/Pandanus calamianensis, IT, A20104.jpg",JPG
A,20106,IT,Pandanaceae,Pandanus,camarinensis,N,N,"IT, A20106",,,,,,,2003,"/Pandanaceae/Pandanus camarinensis, IT, A20106.jpg",JPG
A,20106,IT,Pandanaceae,Pandanus,cheilostigma,N,N,"IT, A20106",,,,,,,2003,"/Pandanaceae/Pandanus cheilostigma, IT, A20106.jpg",JPG
A,20113,IT,Pandanaceae,Pandanus,clementis,N,N,"(P glauciphyllus C. Rob., IT, non Ridl.) A20113",,,"P glauciphyllus C. Rob., IT, non Ridl.",Pandanus,glauciphyllus,,2003,"/Pandanaceae/Pandanus clementis (P glauciphyllus C. Rob., IT, non Ridl.) A20113.jpg",JPG
