HCODE,HSERIAL,TCODE,FAMILY,GENUS,SPECIES,IS_FRAGMENT,IS_DRAWING,INFO,SUBSPECIES,VARIETY,ALT_INFO,ALT_GENUS,ALT_SPECIES,ALT_TYPE,YR,FILEPATH,FILETYPE
L,5795,XT,Symplocaceae,Symplocos,ophirensis,N,N,"ssp & v. cumingiana (S cumingiana, XT) L5795",cumingiana,cumingiana,"S cumingiana, XT",Symplocos,cumingiana,,2003,"/Symplocaceae/Symplocos ophirensis ssp & v. cumingiana (S cumingiana, XT) L5795.jpg",JPG
L,5801,XT,Symplocaceae,Symplocos,ophirensis,N,N,"ssp cumingiana v. pachyphylla (S pachy~, XT) L5801",cumingiana,pachyphylla,"S pachy~, XT",Symplocos,pachy~,,2003,"/Symplocaceae/Symplocos ophirensis ssp cumingiana v. pachyphylla (S pachy~, XT) L5801.jpg",JPG
L,5856,XT,Symplocaceae,Symplocos,trisepala,N,N,"XT, L5856",,,,,,,2003,"/Symplocaceae/Symplocos trisepala, XT, L5856.jpg",JPG
L,52291,XT,Thelypteridaceae,Sphaerostephanos,norrisii,N,N,"(Dryopteris elliptica, XT) L52291",,,"Dryopteris elliptica, XT",Dryopteris,elliptica,,2003,"/Thelypteridaceae/Sphaerostephanos norrisii (Dryopteris elliptica, XT) L52291.jpg",JPG
L,50316,XT,Triuridaceae,Sciaphila,consimilis,N,N,"XT, L50316",,,,,,,2004,"/Triuridaceae/Sciaphila consimilis, XT, L50316.jpg",JPG
L,39799,XT,Urticaceae,Pouzolzia,zeylanica,N,N,"(Urtica strigosa, XT) L39799",,,"Urtica strigosa, XT",Urtica,strigosa,,2003,"/Urticaceae/Pouzolzia zeylanica (Urtica strigosa, XT) L39799.jpg",JPG
L,3876,XT,Verbenaceae,Cleodendrum,villosum,N,N,"XT, L3876",,,,,,,2003,"/Verbenaceae/Cleodendrum villosum, XT, L3876.jpg",JPG
L,3875,XT,Verbenaceae,Clerodendrum,villosum,N,N,"XT, L3875",,,,,,,2003,"/Verbenaceae/Clerodendrum villosum, XT, L3875.jpg",JPG
L,3877,XT,Verbenaceae,Clerodendrum,villosum,N,N,"XT, L3877",,,,,,,2003,"/Verbenaceae/Clerodendrum villosum, XT, L3877.jpg",JPG
L,13620,XT,Vitaceae,Cissus,hastata,N,N,"XT, L13620",,,,,,,2003,"/Vitaceae/Cissus hastata, XT, L13620.jpg",JPG
L,15657,,Anacardiaceae,Mangifera,altissima,N,N,"(Buchanania reticulata, ) L15657",,,"Buchanania reticulata, ",Buchanania,reticulata,,2003,"/Anacardiaceae/Mangifera altissima (Buchanania reticulata, ) L15657.jpg",JPG
L,37883,,Annonaceae,Anaxagorea,,N,N,"(Pachypetalum glabrum, poss. ined.) L37883",,,"Pachypetalum glabrum, poss. ined.",Pachypetalum,glabrum,,1980,"/Annonaceae/Anaxagorea (Pachypetalum glabrum, poss. ined.) L37883.jpg",JPG
L,4614,,Apocynaceae,Alyxia,angustissima,N,N,"Type, L4614",,,,,,,2003,"/Apocynaceae/Alyxia angustissima, Type, L4614.jpg",JPG
L,4587,,Apocynaceae,Melodinus,philippinensis,N,N,"Type, L4587",,,,,,,2003,"/Apocynaceae/Melodinus philippinensis, Type, L4587.jpg",JPG
L,8518,,Araliaceae,Schefflera,elliptica,N,N,(S nitida) L8518,,,S nitida,Schefflera,nitida,,2001,/Araliaceae/Schefflera elliptica (S nitida) L8518.jpeg,JPEG
L,8581,,Araliaceae,Schefflera,todayensis,N,N,"Type, L8581",,,,,,,2001,"/Araliaceae/Schefflera todayensis, Type, L8581.jpg",JPG
L,51026,,Aspleniaceae,Asplenium,normale,N,N,(A minus) L51026,,,A minus,Asplenium,minus,,2003,/Aspleniaceae/Asplenium normale (A minus) L51026.jpeg,JPEG
L,51025,,Aspleniaceae,Asplenium,obscurum,N,N,L51025,,,,,,,2003,/Aspleniaceae/Asplenium obscurum L51025.jpeg,JPEG
L,51029,,Aspleniaceae,Asplenium,pellucidum,N,N,(A approximatum) L51029,,,A approximatum,Asplenium,approximatum,,2003,/Aspleniaceae/Asplenium pellucidum (A approximatum) L51029.jpeg,JPEG
L,63132,,Aspleniaceae,Asplenium,pellucidum,N,N,(A approximatum) L63132,,,A approximatum,Asplenium,approximatum,,2003,/Aspleniaceae/Asplenium pellucidum (A approximatum) L63132.jpeg,JPEG
L,63164,,Aspleniaceae,Asplenium,pellucidum,N,N,(A approximatum) L63164,,,A approximatum,Asplenium,approximatum,,2003,/Aspleniaceae/Asplenium pellucidum (A approximatum) L63164.jpeg,JPEG
L,51015,,Aspleniaceae,Asplenium,polyodon,N,N,(A jenssenii) L51015,,,A jenssenii,Asplenium,jenssenii,,2003,/Aspleniaceae/Asplenium polyodon (A jenssenii) L51015.jpeg,JPEG
L,51016,,Aspleniaceae,Asplenium,polyodon,N,N,(A simile) L51016,,,A simile,Asplenium,simile,,2003,/Aspleniaceae/Asplenium polyodon (A simile) L51016.jpeg,JPEG
L,51017,,Aspleniaceae,Asplenium,polyodon,N,N,(A canaliculatum) L51017,,,A canaliculatum,Asplenium,canaliculatum,,2003,/Aspleniaceae/Asplenium polyodon (A canaliculatum) L51017.jpeg,JPEG
L,51036,,Aspleniaceae,Asplenium,salignum,N,N,L51036,,,,,,,2003,/Aspleniaceae/Asplenium salignum L51036.jpeg,JPEG
L,51040,,Aspleniaceae,Asplenium,setisectum,N,N,L51040,,,,,,,2003,/Aspleniaceae/Asplenium setisectum L51040.jpeg,JPEG
L,51041,,Aspleniaceae,Asplenium,setisectum,N,N,L51041,,,,,,,2003,/Aspleniaceae/Asplenium setisectum L51041.jpeg,JPEG
L,51056,,Aspleniaceae,Asplenium,vittaeforme,N,N,(A sundense) L51056,,,A sundense,Asplenium,sundense,,2003,/Aspleniaceae/Asplenium vittaeforme (A sundense) L51056.jpeg,JPEG
L,51057,,Aspleniaceae,Asplenium,vulcanicum,N,N,L51057,,,,,,,2003,/Aspleniaceae/Asplenium vulcanicum L51057.jpeg,JPEG
L,51058,,Aspleniaceae,Asplenium,vulcanicum,N,N,(A viviparum) L51058,,,A viviparum,Asplenium,viviparum,,2003,/Aspleniaceae/Asplenium vulcanicum (A viviparum) L51058.jpeg,JPEG
L,51111,,Blechnaceae,Blechnum,vestitum,N,N,(Lomaria vestita) L51111,,,Lomaria vestita,Lomaria,vestita,,2003,/Blechnaceae/Blechnum vestitum (Lomaria vestita) L51111.jpeg,JPEG
L,51112,,Blechnaceae,Blechnum,vestitum,N,N,(Lomaria vestita v. B) L51112,,,Lomaria vestita v. B,Lomaria,vestita,,2003,/Blechnaceae/Blechnum vestitum (Lomaria vestita v. B) L51112.jpeg,JPEG
L,4030,,Boraginaceae,Tournefortia,luzonica,N,N,"ssp angustissima, L4030",angustissima,,,,,,2003,"/Boraginaceae/Tournefortia luzonica ssp angustissima, L4030.jpg",JPG
L,4084,,Convolvulaceae,Argyreia,samarensis,N,N,"Type, L4084",,,,,,,2003,"/Convolvulaceae/Argyreia samarensis, Type, L4084.jpg",JPG
L,4234,,Convolvulaceae,Merremia,hirta,N,N,"v. retusa, Type, L4234",,retusa,,,,,2003,"/Convolvulaceae/Merremia hirta v. retusa, Type, L4234.jpg",JPG
L,51449,,Davalliaceae,Davallia,divaricata,N,N,v. divaricata (D mucronata) L51449,,divaricata,D mucronata,Davallia,mucronata,,2003,/Davalliaceae/Davallia divaricata v. divaricata (D mucronata) L51449.jpeg,JPEG
L,51451,,Davalliaceae,Davallia,divaricata,N,N,v. divaricata L51451,,divaricata,,,,,2003,/Davalliaceae/Davallia divaricata v. divaricata L51451.jpeg,JPEG
L,51457,,Davalliaceae,Davallia,pectinata,N,N,(Humata lanuginosa) L51457,,,Humata lanuginosa,Humata,lanuginosa,,2003,/Davalliaceae/Davallia pectinata (Humata lanuginosa) L51457.jpeg,JPEG
L,51463,,Davalliaceae,Davallia,pectinata,N,N,(Humata tenuivenia) L51463,,,Humata tenuivenia,Humata,tenuivenia,,2003,/Davalliaceae/Davallia pectinata (Humata tenuivenia) L51463.jpeg,JPEG
L,51474,,Davalliaceae,Davallia,repens,N,N,(D vestita) L51474,,,D vestita,Davallia,vestita,,2003,/Davalliaceae/Davallia repens (D vestita) L51474.jpeg,JPEG
L,51475,,Davalliaceae,Davallia,repens,N,N,(D vestita) L51475,,,D vestita,Davallia,vestita,,2003,/Davalliaceae/Davallia repens (D vestita) L51475.jpeg,JPEG
L,51487,,Davalliaceae,Davallia,trichomanoides,N,N,v.~ L51487,,trichomanoides,,,,,2003,/Davalliaceae/Davallia trichomanoides v.~ L51487.jpeg,JPEG
L,51223,,Dicksoniaceae,Culcita,javanica,N,N,(Dicksonia javanica) L51223,,,Dicksonia javanica,Dicksonia,javanica,,2003,/Dicksoniaceae/Culcita javanica (Dicksonia javanica) L51223.jpeg,JPEG
L,63159,,Dryopteridaceae,Acrophorus,nodosus,N,N,(Aspidium nodosum) L63159,,,Aspidium nodosum,Aspidium,nodosum,,2003,/Dryopteridaceae/Acrophorus nodosus (Aspidium nodosum) L63159.jpeg,JPEG
L,63160,,Dryopteridaceae,Acrophorus,nodosus,N,N,(Aspidium nodosum) L63160,,,Aspidium nodosum,Aspidium,nodosum,,2003,/Dryopteridaceae/Acrophorus nodosus (Aspidium nodosum) L63160.jpeg,JPEG
L,63161,,Dryopteridaceae,Acrophorus,nodosus,N,N,(Aspidium nodosum) L63161,,,Aspidium nodosum,Aspidium,nodosum,,2003,/Dryopteridaceae/Acrophorus nodosus (Aspidium nodosum) L63161.jpeg,JPEG
L,63162,,Dryopteridaceae,Acrophorus,nodosus,N,N,(Aspidium nodosum) L63162,,,Aspidium nodosum,Aspidium,nodosum,,2003,/Dryopteridaceae/Acrophorus nodosus (Aspidium nodosum) L63162.jpeg,JPEG
L,63163,,Dryopteridaceae,Acrophorus,nodosus,N,N,(Aspidium nodosum) L63163,,,Aspidium nodosum,Aspidium,nodosum,,2003,/Dryopteridaceae/Acrophorus nodosus (Aspidium nodosum) L63163.jpeg,JPEG
L,50974,,Dryopteridaceae,Arachniodes,amabilis,N,N,(Aspidium amabile) L50974,,,Aspidium amabile,Aspidium,amabile,,2003,/Dryopteridaceae/Arachniodes amabilis (Aspidium amabile) L50974.jpeg,JPEG
L,50976,,Dryopteridaceae,Arachniodes,aristata,N,N,(A aspidioides) L50976,,,A aspidioides,Arachniodes,aspidioides,,2003,/Dryopteridaceae/Arachniodes aristata (A aspidioides) L50976.jpeg,JPEG
L,51589,,Dryopteridaceae,Arachniodes,hasseltii,N,N,(Polypodium hasseltii) L51589,,,Polypodium hasseltii,Polypodium,hasseltii,,2003,/Dryopteridaceae/Arachniodes hasseltii (Polypodium hasseltii) L51589.jpeg,JPEG
L,51510,,Dryopteridaceae,Diacalpe,aspidioides,N,N,L51510,,,,,,,2003,/Dryopteridaceae/Diacalpe aspidioides L51510.jpeg,JPEG
L,51590,,Dryopteridaceae,Dryopteris,hirtipes,N,N,(Aspidium hirtipes) L51590,,,Aspidium hirtipes,Aspidium,hirtipes,,2003,/Dryopteridaceae/Dryopteris hirtipes (Aspidium hirtipes) L51590.jpeg,JPEG
L,51595,,Dryopteridaceae,Dryopteris,purpurascens,N,N,(Aspidium purp~) L51595,,,Aspidium purp~,Aspidium,purp~,,2003,/Dryopteridaceae/Dryopteris purpurascens (Aspidium purp~) L51595.jpeg,JPEG
L,51596,,Dryopteridaceae,Dryopteris,purpurascens,N,N,(Aspidium purp~) L51596,,,Aspidium purp~,Aspidium,purp~,,2003,/Dryopteridaceae/Dryopteris purpurascens (Aspidium purp~) L51596.jpeg,JPEG
L,51069,,Dryopteridaceae-Athyrioideae,Athyrium,puncticaule,N,N,L51069,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Athyrium puncticaule L51069.jpeg,JPEG
L,51524,,Dryopteridaceae-Athyrioideae,Diplaziopsis,javanica,N,N,(Asplenium javanicum) L51524,,,Asplenium javanicum,Asplenium,javanicum,,2003,/Dryopteridaceae-Athyrioideae/Diplaziopsis javanica (Asplenium javanicum) L51524.jpeg,JPEG
L,51525,,Dryopteridaceae-Athyrioideae,Diplaziopsis,javanica,N,N,(Asplenium javanicum) L51525,,,Asplenium javanicum,Asplenium,javanicum,,2003,/Dryopteridaceae-Athyrioideae/Diplaziopsis javanica (Asplenium javanicum) L51525.jpeg,JPEG
L,51530,,Dryopteridaceae-Athyrioideae,Diplazium,asperum,N,N,L51530,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Diplazium asperum L51530.jpeg,JPEG
L,51534,,Dryopteridaceae-Athyrioideae,Diplazium,cordifolium,N,N,L51534,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Diplazium cordifolium L51534.jpeg,JPEG
L,63139,,Dryopteridaceae-Athyrioideae,Diplazium,cordifolium,N,N,L63139,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Diplazium cordifolium L63139.jpeg,JPEG
L,63140,,Dryopteridaceae-Athyrioideae,Diplazium,cordifolium,N,N,L63140,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Diplazium cordifolium L63140.jpeg,JPEG
L,51552,,Dryopteridaceae-Athyrioideae,Diplazium,dilatatum,N,N,L51552,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Diplazium dilatatum L51552.jpeg,JPEG
L,51561,,Dryopteridaceae-Athyrioideae,Diplazium,pallidum,N,N,(Asplenium crenato-serratum) L51561,,,Asplenium crenato-serratum,Asplenium,crenato-serratum,,2003,/Dryopteridaceae-Athyrioideae/Diplazium pallidum (Asplenium crenato-serratum) L51561.jpeg,JPEG
L,51573,,Dryopteridaceae-Athyrioideae,Diplazium,sorsogonense,N,N,(D speciosum) L51573,,,D speciosum,Diplazium,speciosum,,2003,/Dryopteridaceae-Athyrioideae/Diplazium sorsogonense (D speciosum) L51573.jpeg,JPEG
L,51073,,Dryopteridaceae-Athyrioideae,Diplazium,tomentosum,N,N,L51073,,,,,,,2003,/Dryopteridaceae-Athyrioideae/Diplazium tomentosum L51073.jpeg,JPEG
L,6550,,Epacridaceae,Styphelia,malayana,Y,N,"v. novoguineensis, Type Fragm., L6550",,novoguineensis,,,,,2003,"/Epacridaceae/Styphelia malayana v. novoguineensis, Type Fragm., L6550.jpg",JPG
L,40731,,Fagaceae,Lithocarpus,philippinensis,N,N,(Quercus wenzelii) L40731,,,Quercus wenzelii,Quercus,wenzelii,,2003,/Fagaceae/Lithocarpus philippinensis (Quercus wenzelii) L40731.jpg,JPG
L,51616,,Gleicheniaceae,Gleichenia,hirta,N,N,L51616,,,,,,,2003,/Gleicheniaceae/Gleichenia hirta L51616.jpg,JPG
L,51622,,Gleicheniaceae,Gleichenia,longissima,N,N,L51622,,,,,,,2003,/Gleicheniaceae/Gleichenia longissima L51622.jpg,JPG
L,51627,,Gleicheniaceae,Gleichenia,truncata,N,N,(G bifurcata) L51627,,,G bifurcata,Gleichenia,bifurcata,,2003,/Gleicheniaceae/Gleichenia truncata (G bifurcata) L51627.jpg,JPG
L,51630,,Gleicheniaceae,Gleichenia,vulcanica,N,N,L51630,,,,,,,2003,/Gleicheniaceae/Gleichenia vulcanica L51630.jpg,JPG
L,51631,,Gleicheniaceae,Gleichenia,vulcanica,N,N,L51631,,,,,,,2003,/Gleicheniaceae/Gleichenia vulcanica L51631.jpg,JPG
L,44168,,Gramineae,Digitaria,henrardii,N,N,"Type, L44168",,,,,,,2003,"/Gramineae/Digitaria henrardii, Type, L44168.jpg",JPG
L,50129,,Gramineae,Setaria,parviflora,N,N,(Panicum rubiginosum) L50129,,,Panicum rubiginosum,Panicum,rubiginosum,,2003,/Gramineae/Setaria parviflora (Panicum rubiginosum) L50129.jpg,JPG
L,50130,,Gramineae,Setaria,parviflora,N,N,(S pilifera) L50130,,,S pilifera,Setaria,pilifera,,2003,/Gramineae/Setaria parviflora (S pilifera) L50130.jpg,JPG
L,44468,,Gramineae-Bambusoideae,Dendrocalamus,merrillianus,N,N,(Gigantochloa merriliana)  L44468,,,Gigantochloa merriliana,Gigantochloa,merriliana,,2003,/Gramineae-Bambusoideae/Dendrocalamus merrillianus (Gigantochloa merriliana)  L44468.jpg,JPG
L,44471,,Gramineae-Bambusoideae,Gigantochloa,levis,N,N,L44471,,,,,,,2003,/Gramineae-Bambusoideae/Gigantochloa levis L44471.jpg,JPG
L,9955,,Lecythidaceae,Barringtonia,palawanensis,N,N,"ined., L9955",,,,,,,1997,"/Lecythidaceae/Barringtonia palawanensis, ined., L9955.jpg",JPG
L,18521,,Leguminosae-Mimosoideae,Archidendron,apoense,N,N,"Type, L18521",,,,,,,2003,"/Leguminosae-Mimosoideae/Archidendron apoense, Type, L18521.jpg",JPG
L,5259,,Loganiaceae,Strychnos,minor,N,N,(not properly a type of S luzonensis) L5259,,,not properly a type of S luzonensis,not,properly,,2003,/Loganiaceae/Strychnos minor (not properly a type of S luzonensis) L5259.jpg,JPG
L,51130,,Lomariopsidaceae,Bolbitis,repanda,N,N,(Acrostichum repandum) L51130,,,Acrostichum repandum,Acrostichum,repandum,,2003,/Lomariopsidaceae/Bolbitis repanda (Acrostichum repandum) L51130.jpeg,JPEG
L,51131,,Lomariopsidaceae,Bolbitis,repanda,N,N,(Acrostichum proliferum) L51131,,,Acrostichum proliferum,Acrostichum,proliferum,,2003,/Lomariopsidaceae/Bolbitis repanda (Acrostichum proliferum) L51131.jpeg,JPEG
L,51132,,Lomariopsidaceae,Bolbitis,repanda,N,N,(Acrostichum proliferum) L51132,,,Acrostichum proliferum,Acrostichum,proliferum,,2003,/Lomariopsidaceae/Bolbitis repanda (Acrostichum proliferum) L51132.jpeg,JPEG
L,51137,,Lomariopsidaceae,Bolbitis,sinuata,N,N,(Acrostichum diversifolium) L51137,,,Acrostichum diversifolium,Acrostichum,diversifolium,,2003,/Lomariopsidaceae/Bolbitis sinuata (Acrostichum diversifolium) L51137.jpeg,JPEG
L,51600,,Lomariopsidaceae,Elaphoglossum,callifolium,N,N,(Acrostichum callaefolium) L51600,,,Acrostichum callaefolium,Acrostichum,callaefolium,,2003,/Lomariopsidaceae/Elaphoglossum callifolium (Acrostichum callaefolium) L51600.jpg,JPG
L,51601,,Lomariopsidaceae,Elaphoglossum,melanostictum,N,N,L51601,,,,,,,2003,/Lomariopsidaceae/Elaphoglossum melanostictum L51601.jpg,JPG
L,38326,,Magnoliaceae,Magnolia,candollii,N,N,"v. candollii (Talauma reticulata, Type photo) L38326",,candollii,"Talauma reticulata, Type photo",Talauma,reticulata,,2003,"/Magnoliaceae/Magnolia candollii v. candollii (Talauma reticulata, Type photo) L38326.jpg",JPG
L,51148,,Marattiaceae,Christensenia,aesculifolia,N,N,(Aspidium aescul~) L51148,,,Aspidium aescul~,Aspidium,aescul~,,2003,/Marattiaceae/Christensenia aesculifolia (Aspidium aescul~) L51148.jpeg,JPEG
L,43214,,Melastomataceae,Melastoma,malabathricum,N,N,ssp ~ (M pinatubense) L43214,malabathricum,,M pinatubense,Melastoma,pinatubense,,1998,/Melastomataceae/Melastoma malabathricum ssp ~ (M pinatubense) L43214.jpg,JPG
L,43212,,Melastomataceae,Melastoma,palawanense,N,N,"(nom. nud.) Type, L43212",,,nom. nud.,nom.,nud.,,1998,"/Melastomataceae/Melastoma palawanense (nom. nud.) Type, L43212.jpg",JPG
L,17216,,Meliaceae,Dysoxylum,excelsum,N,N,(D excelsum v. parvifolium) L17216,,,D excelsum v. parvifolium,Dysoxylum,excelsum,,2003,/Meliaceae/Dysoxylum excelsum (D excelsum v. parvifolium) L17216.jpg,JPG
L,17219,,Meliaceae,Dysoxylum,excelsum,N,N,L17219,,,,,,,2003,/Meliaceae/Dysoxylum excelsum L17219.jpg,JPG
L,17224,,Meliaceae,Dysoxylum,gaudichaudianum,N,N,(D spanoghei) L17224,,,D spanoghei,Dysoxylum,spanoghei,,2003,/Meliaceae/Dysoxylum gaudichaudianum (D spanoghei) L17224.jpg,JPG
L,51911,,Monachosoraceae,Monachosorum,subdigitatum,N,N,L51911,,,,,,,2003,/Monachosoraceae/Monachosorum subdigitatum L51911.jpg,JPG
L,4044,,Moraceae,Streblus,taxoides,N,N,(Phyllochlamys taxo~ v. parvifolia) L4044,,,Phyllochlamys taxo~ v. parvifolia,Phyllochlamys,taxo~,,2003,/Moraceae/Streblus taxoides (Phyllochlamys taxo~ v. parvifolia) L4044.jpeg,JPEG
L,35243,,Nepenthaceae,Nepenthes,alata,N,N,(N brachycarpa) L35243,,,N brachycarpa,Nepenthes,brachycarpa,,2003,/Nepenthaceae/Nepenthes alata (N brachycarpa) L35243.jpg,JPG
L,5387,,Oleaceae,Olea,brachiata,N,N,(Notelaea zollingeriana) L5387,,,Notelaea zollingeriana,Notelaea,zollingeriana,,2003,/Oleaceae/Olea brachiata (Notelaea zollingeriana) L5387.jpeg,JPEG
L,5388,,Oleaceae,Olea,brachiata,N,N,(Notelaea zollingeriana) L5388,,,Notelaea zollingeriana,Notelaea,zollingeriana,,2003,/Oleaceae/Olea brachiata (Notelaea zollingeriana) L5388.jpeg,JPEG
L,61506,,Orchidaceae,Liparis,monophylla,N,N,L61506,,,,,,,2003,/Orchidaceae/Liparis monophylla L61506.jpg,JPG
L,58869,,Palmae,Calamus,erinaceus,N,N,"v. declivium, ined., L58869",,declivium,,,,,2001,"/Palmae/Calamus erinaceus v. declivium, ined., L58869.jpg",JPG
L,42179,,Palmae,Heterospathe,cagayanensis,N,N,"(Rizalia cagayanensis, nomen) L42179",,,"Rizalia cagayanensis, nomen",Rizalia,cagayanensis,,2001,"/Palmae/Heterospathe cagayanensis (Rizalia cagayanensis, nomen) L42179.jpg",JPG
L,50915,,Polypodiaceae,Aglaomorpha,speciosa,N,N,(Lomaria speciosa) L50915,,,Lomaria speciosa,Lomaria,speciosa,,2003,/Polypodiaceae/Aglaomorpha speciosa (Lomaria speciosa) L50915.jpeg,JPEG
L,50916,,Polypodiaceae,Aglaomorpha,speciosa,N,N,(Lomaria speciosa) L50916,,,Lomaria speciosa,Lomaria,speciosa,,2003,/Polypodiaceae/Aglaomorpha speciosa (Lomaria speciosa) L50916.jpeg,JPEG
L,51083,,Polypodiaceae,Belvisia,spicata,N,N,(Lomaria spicata) L51083,,,Lomaria spicata,Lomaria,spicata,,2003,/Polypodiaceae/Belvisia spicata (Lomaria spicata) L51083.jpeg,JPEG
L,51090,,Polypodiaceae,Belvisia,validinervis,N,N,(~v. celebica) L51090,,celebica,,,,,2003,/Polypodiaceae/Belvisia validinervis (~v. celebica) L51090.jpeg,JPEG
L,6461,,Primulaceae,Lysimachia,decurrens,N,N,(L javanica) L6461,,,L javanica,Lysimachia,javanica,,2004,/Primulaceae/Lysimachia decurrens (L javanica) L6461.jpg,JPG
L,50898,,Pteridaceae-Adiantoideae,Adiantum,diaphanum,N,N,L50898,,,,,,,2003,/Pteridaceae-Adiantoideae/Adiantum diaphanum L50898.jpeg,JPEG
L,64547,,Rubiaceae,Antirhea,caudata,N,N,(Guettardella caud~) L64547,,,Guettardella caud~,Guettardella,caud~,,2003,/Rubiaceae/Antirhea caudata (Guettardella caud~) L64547.jpeg,JPEG
L,185,,Rubiaceae,Canthium,,N,N,"nom. nov., Type (non C longistipulum Merr., 1937) L185",,,"non C longistipulum Merr., 1937",C,longistipulum,,2003,"/Rubiaceae/Canthium nom. nov., Type (non C longistipulum Merr., 1937) L185.jpg",JPG
L,1045,,Rubiaceae,Praravinia,palawanensis,N,N,"poss. ined., L1045",,,,,,,2003,"/Rubiaceae/Praravinia palawanensis, poss. ined., L1045.jpg",JPG
L,3641,,Solanaceae,Solanum,lianoides,N,N,"Type, L3641",,,,,,,2003,"/Solanaceae/Solanum lianoides, Type, L3641.jpg",JPG
L,57451,,Thelypteridaceae,Sphaerostephanos,productus,N,N,(Nephrodium philippinense) L57451,,,Nephrodium philippinense,Nephrodium,philippinense,,2003,/Thelypteridaceae/Sphaerostephanos productus (Nephrodium philippinense) L57451.jpg,JPG
L,39764,,Urticaceae,Pilea,calcicola,N,N,"Type, L39764",,,,,,,2003,"/Urticaceae/Pilea calcicola, Type, L39764.jpg",JPG
L,39774,,Urticaceae,Pilea,humilis,N,N,"Type, L39774",,,,,,,2003,"/Urticaceae/Pilea humilis, Type, L39774.jpg",JPG
L,3889,,Verbenaceae,Callicarpa,flavida,N,N,(Geunsia epiphytica v. apiculata) L3889,,,Geunsia epiphytica v. apiculata,Geunsia,epiphytica,,2003,/Verbenaceae/Callicarpa flavida (Geunsia epiphytica v. apiculata) L3889.jpg,JPG
L,3871,,Verbenaceae,Clerodendrum,intermedium,N,N,"Type, L3871",,,,,,,2003,"/Verbenaceae/Clerodendrum intermedium, Type, L3871.jpg",JPG
L,50962,,Vittariaceae,Antrophyum,callifolium,N,N,L50962,,,,,,,2003,/Vittariaceae/Antrophyum callifolium L50962.jpeg,JPEG
L,50963,,Vittariaceae,Antrophyum,callifolium,N,N,L50963,,,,,,,2003,/Vittariaceae/Antrophyum callifolium L50963.jpeg,JPEG
L,50964,,Vittariaceae,Antrophyum,latifolium,N,N,L50964,,,,,,,2003,/Vittariaceae/Antrophyum latifolium L50964.jpeg,JPEG
L,50967,,Vittariaceae,Antrophyum,semicostatum,N,N,L50967,,,,,,,2003,/Vittariaceae/Antrophyum semicostatum L50967.jpeg,JPEG
L,50968,,Vittariaceae,Antrophyum,semicostatum,N,N,L50968,,,,,,,2003,/Vittariaceae/Antrophyum semicostatum L50968.jpeg,JPEG
MAK,1,,Cruciferae,Capsella,bursa-pastoris,N,N,MAK001,,,,,,,2003,/Cruciferae/Capsella bursa-pastoris MAK001.jpg,JPG
MICH,1115912,HT,Grammitidaceae,Acrosorus,symmetricus,N,N,"poss. HT, MICH1115912",,,,,,,2003,"/Grammitidaceae/Acrosorus symmetricus, poss. HT, MICH1115912.jpg",JPG
MICH,1115949,HT,Grammitidaceae,Ctenopteris,celebica,N,N,"(Polypodium craterisorum, HT) MICH1115949",,,"Polypodium craterisorum, HT",Polypodium,craterisorum,,2003,"/Grammitidaceae/Ctenopteris celebica (Polypodium craterisorum, HT) MICH1115949.jpg",JPG
MICH,1115942,HT,Grammitidaceae,Ctenopteris,matutumensis,N,N,"poss. HT, MICH1115942",,,,,,,2003,"/Grammitidaceae/Ctenopteris matutumensis, poss. HT, MICH1115942.jpg",JPG
MICH,1115927,HT,Grammitidaceae,Ctenopteris,negrosensis,N,N,"(Polypodium spongiosum, HT) MICH1115927",,,"Polypodium spongiosum, HT",Polypodium,spongiosum,,2003,"/Grammitidaceae/Ctenopteris negrosensis (Polypodium spongiosum, HT) MICH1115927.jpg",JPG
MICH,1115928,HT,Grammitidaceae,Ctenopteris,negrosensis,N,N,"(Polypodium negrosense, HT) MICH1115928",,,"Polypodium negrosense, HT",Polypodium,negrosense,,2003,"/Grammitidaceae/Ctenopteris negrosensis (Polypodium negrosense, HT) MICH1115928.jpg",JPG
MICH,1115953,HT,Grammitidaceae,Ctenopteris,nutans,N,N,"(Polypodium pseudoarticulatum, HT) MICH1115953",,,"Polypodium pseudoarticulatum, HT",Polypodium,pseudoarticulatum,,2003,"/Grammitidaceae/Ctenopteris nutans (Polypodium pseudoarticulatum, HT) MICH1115953.jpg",JPG
MICH,1115926,HT,Grammitidaceae,Ctenopteris,obliquata,N,N,"(Polypodium schenkii, HT) MICH1115926",,,"Polypodium schenkii, HT",Polypodium,schenkii,,2003,"/Grammitidaceae/Ctenopteris obliquata (Polypodium schenkii, HT) MICH1115926.jpg",JPG
MICH,1115923,HT,Grammitidaceae,Ctenopteris,venulosa,N,N,"(Polypodium erythrotrichum, HT) MICH1115923",,,"Polypodium erythrotrichum, HT",Polypodium,erythrotrichum,,2003,"/Grammitidaceae/Ctenopteris venulosa (Polypodium erythrotrichum, HT) MICH1115923.jpg",JPG
