FAMILY,GENUS,SPECIES,INFO_TOTAL,HERBARIUM_ID,HCODE,FILETYPE,IS_DRAWING,TYPE_CODE,VARIETY,ALT_INFO_TOTAL,ALT_GENUS,ALT_SPECIES,ALT_TYPE,ALT_INFO,REDUCED_INFO,NOTES,YEAR,FILEPATH
Myristicaceae,Gymnacranthera,farquhariana,"v. paniculata (G laxa, IT) NY66811",NY,66811,JPG,N,,paniculata,"G laxa, IT",Gymnacranthera,laxa,IT,,,,2003,"/Myristicaceae/Gymnacranthera farquhariana v. paniculata (G laxa, IT) NY66811.jpg"
Myristicaceae,Gymnacranthera,farquhariana,"v. paniculata (G acuminata, IT) US98927",US,98927,JPG,N,,paniculata,"G acuminata, IT",Gymnacranthera,acuminata,IT,,,,2003,"/Myristicaceae/Gymnacranthera farquhariana v. paniculata (G acuminata, IT) US98927.jpg"
Myristicaceae,Gymnacranthera,farquhariana,"v. paniculata (G laxa, IT) US98930",US,98930,JPG,N,,paniculata,"G laxa, IT",Gymnacranthera,laxa,IT,,,,2003,"/Myristicaceae/Gymnacranthera farquhariana v. paniculata (G laxa, IT) US98930.jpg"
Myristicaceae,Gymnacranthera,farquhariana,"v. paniculata (G macrobotrys, IT) US98931",US,98931,JPG,N,,paniculata,"G macrobotrys, IT",Gymnacranthera,macrobotrys,IT,,,,2003,"/Myristicaceae/Gymnacranthera farquhariana v. paniculata (G macrobotrys, IT) US98931.jpg"
Myristicaceae,Gymnacranthera,farquhariana,"v. paniculata (Myristica panic~, IT) MO",MO,,JPEG,N,,paniculata,"Myristica panic~, IT",Myristica,panic~,IT,,,,2003,"/Myristicaceae/Gymnacranthera farquhariana v. paniculata (Myristica panic~, IT) MO.jpeg"
Myristicaceae,Horsfieldia,ardisiifolia,"(H gigantifolia, IT) NA5072",NA,5072,JPG,N,,,"H gigantifolia, IT",Horsfieldia,gigantifolia,IT,,,,2003,"/Myristicaceae/Horsfieldia ardisiifolia (H gigantifolia, IT) NA5072.jpg"
Myristicaceae,Horsfieldia,ardisiifolia,"(Myristica ardis~, IT) L37249",L,37249,JPG,N,,,"Myristica ardis~, IT",Myristica,ardis~,IT,,,,2003,"/Myristicaceae/Horsfieldia ardisiifolia (Myristica ardis~, IT) L37249.jpg"
Myristicaceae,Horsfieldia,ardisiifolia,"(Myristica ardis~, IT) L37250",L,37250,JPG,N,,,"Myristica ardis~, IT",Myristica,ardis~,IT,,,,2003,"/Myristicaceae/Horsfieldia ardisiifolia (Myristica ardis~, IT) L37250.jpg"
Myristicaceae,Horsfieldia,ardisiifolia,"(Myristica ardis~, IT) SING44632",SING,44632,JPG,N,,,"Myristica ardis~, IT",Myristica,ardis~,IT,,,,2003,"/Myristicaceae/Horsfieldia ardisiifolia (Myristica ardis~, IT) SING44632.jpg"
Myristicaceae,Horsfieldia,ardisiifolia,"(H gigantifolia, IT) NY66821",NY,66821,JPG,N,,,"H gigantifolia, IT",Horsfieldia,gigantifolia,IT,,,,2003,"/Myristicaceae/Horsfieldia ardisiifolia (H gigantifolia, IT) NY66821.jpg"
Myristicaceae,Horsfieldia,ardisiifolia,"(H warburgiana, IT) US98926",US,98926,JPG,N,,,"H warburgiana, IT",Horsfieldia,warburgiana,IT,,,,2003,"/Myristicaceae/Horsfieldia ardisiifolia (H warburgiana, IT) US98926.jpg"
Myristicaceae,Horsfieldia,ardisiifolia,"(H gigantifolia, IT) MO1285768",MO,1285768,JPEG,N,,,"H gigantifolia, IT",Horsfieldia,gigantifolia,IT,,,,2003,"/Myristicaceae/Horsfieldia ardisiifolia (H gigantifolia, IT) MO1285768.jpeg"
Myristicaceae,Horsfieldia,costulata,"(H megacarpa, IT) L37266",L,37266,JPG,N,,,"H megacarpa, IT",Horsfieldia,megacarpa,IT,,,,2003,"/Myristicaceae/Horsfieldia costulata (H megacarpa, IT) L37266.jpg"
Myristicaceae,Horsfieldia,costulata,"(H megacarpa, IT) A39776",A,39776,JPG,N,,,"H megacarpa, IT",Horsfieldia,megacarpa,IT,,,,2003,"/Myristicaceae/Horsfieldia costulata (H megacarpa, IT) A39776.jpg"
Myristicaceae,Horsfieldia,costulata,"(H megacarpa, IT) SING44633",SING,44633,JPG,N,,,"H megacarpa, IT",Horsfieldia,megacarpa,IT,,,,2003,"/Myristicaceae/Horsfieldia costulata (H megacarpa, IT) SING44633.jpg"
Myristicaceae,Horsfieldia,costulata,"(H confertiflora, IT) SING44693",SING,44693,JPG,N,,,"H confertiflora, IT",Horsfieldia,confertiflora,IT,,,,2003,"/Myristicaceae/Horsfieldia costulata (H confertiflora, IT) SING44693.jpg"
Myristicaceae,Horsfieldia,costulata,"(H megacarpa, IT) US98922",US,98922,JPEG,N,,,"H megacarpa, IT",Horsfieldia,megacarpa,IT,,,,2003,"/Myristicaceae/Horsfieldia costulata (H megacarpa, IT) US98922.jpeg"
Myristicaceae,Horsfieldia,costulata,"(H confertiflora, IT) US513430",US,513430,JPEG,N,,,"H confertiflora, IT",Horsfieldia,confertiflora,IT,,,,2003,"/Myristicaceae/Horsfieldia costulata (H confertiflora, IT) US513430.jpeg"
Myristicaceae,Horsfieldia,,"cf obscurinervia (H ramosii, IT) US98925",US,98925,JPG,N,,,"H ramosii, IT",Horsfieldia,ramosii,IT,,,,2003,"/Myristicaceae/Horsfieldia cf obscurinervia (H ramosii, IT) US98925.jpg"
Myristicaceae,Knema,glomerata,"(Myristica heterophylla, IT) L37430",L,37430,JPG,N,,,"Myristica heterophylla, IT",Myristica,heterophylla,IT,,,,2003,"/Myristicaceae/Knema glomerata (Myristica heterophylla, IT) L37430.jpg"
Myristicaceae,Knema,glomerata,"(K heterophylla v. pubescens, IT) L37431",L,37431,JPG,N,,,"K heterophylla v. pubescens, IT",Knema,heterophylla,IT,,,,2003,"/Myristicaceae/Knema glomerata (K heterophylla v. pubescens, IT) L37431.jpg"
Myristicaceae,Knema,glomerata,"(K gitingensis, IT) L37432",L,37432,JPG,N,,,"K gitingensis, IT",Knema,gitingensis,IT,,,,2003,"/Myristicaceae/Knema glomerata (K gitingensis, IT) L37432.jpg"
Myristicaceae,Knema,glomerata,"(K vidalii, IT) L37433",L,37433,JPG,N,,,"K vidalii, IT",Knema,vidalii,IT,,,,2003,"/Myristicaceae/Knema glomerata (K vidalii, IT) L37433.jpg"
Myristicaceae,Knema,glomerata,"(K stenocarpa, IT) L37540",L,37540,JPG,N,,,"K stenocarpa, IT",Knema,stenocarpa,IT,,,,2003,"/Myristicaceae/Knema glomerata (K stenocarpa, IT) L37540.jpg"
Myristicaceae,Knema,glomerata,"(K gitingensis, IT) NY66842",NY,66842,JPG,N,,,"K gitingensis, IT",Knema,gitingensis,IT,,,,2003,"/Myristicaceae/Knema glomerata (K gitingensis, IT) NY66842.jpg"
Myristicaceae,Knema,glomerata,"(K gitingensis, IT) US98955",US,98955,JPG,N,,,"K gitingensis, IT",Knema,gitingensis,IT,,,,2003,"/Myristicaceae/Knema glomerata (K gitingensis, IT) US98955.jpg"
Myristicaceae,Knema,korthalsii,"(K cenabrei, IT) NY66838",NY,66838,JPG,N,,,"K cenabrei, IT",Knema,cenabrei,IT,,,,2003,"/Myristicaceae/Knema korthalsii (K cenabrei, IT) NY66838.jpg"
Myristicaceae,Knema,korthalsii,"(K insularis, IT) NY66843",NY,66843,JPG,N,,,"K insularis, IT",Knema,insularis,IT,,,,2003,"/Myristicaceae/Knema korthalsii (K insularis, IT) NY66843.jpg"
Myristicaceae,Knema,korthalsii,"(K insularis, IT) US98956",US,98956,JPG,N,,,"K insularis, IT",Knema,insularis,IT,,,,2003,"/Myristicaceae/Knema korthalsii (K insularis, IT) US98956.jpg"
Myristicaceae,Knema,kunstleri,"v. parvifolia (K parvifolia, IT) NY66848",NY,66848,JPG,N,,parvifolia,"K parvifolia, IT",Knema,parvifolia,IT,,,,2003,"/Myristicaceae/Knema kunstleri v. parvifolia (K parvifolia, IT) NY66848.jpg"
Myristicaceae,Knema,stellata,"ssp cryptocaryoides (Gymnacranthera crypt~, IT) L37541",L,37541,JPG,N,,,"Gymnacranthera crypt~, IT",Gymnacranthera,crypt~,IT,,,,2003,"/Myristicaceae/Knema stellata ssp cryptocaryoides (Gymnacranthera crypt~, IT) L37541.jpg"
Myristicaceae,Knema,stellata,"ssp cryptocaryoides (Gymnacranthera crypt~, IT) NY66808",NY,66808,JPG,N,,,"Gymnacranthera crypt~, IT",Gymnacranthera,crypt~,IT,,,,2003,"/Myristicaceae/Knema stellata ssp cryptocaryoides (Gymnacranthera crypt~, IT) NY66808.jpg"
Myristicaceae,Knema,stellata,"ssp cryptocaryoides (Gymnacranthera crypt~, IT) US98928",US,98928,JPG,N,,,"Gymnacranthera crypt~, IT",Gymnacranthera,crypt~,IT,,,,2003,"/Myristicaceae/Knema stellata ssp cryptocaryoides (Gymnacranthera crypt~, IT) US98928.jpg"
Myristicaceae,Knema,stellata,"ssp cryptocaryoides (Gymnacranthera crypt~, IT) MO1285756",MO,1285756,JPEG,N,,,"Gymnacranthera crypt~, IT",Gymnacranthera,crypt~,IT,,,,2003,"/Myristicaceae/Knema stellata ssp cryptocaryoides (Gymnacranthera crypt~, IT) MO1285756.jpeg"
Myristicaceae,Myristica,agusanensis,"ssp~ (M laxiflora, IT) L37549",L,37549,JPG,N,,,"M laxiflora, IT",Myristica,laxiflora,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp~ (M laxiflora, IT) L37549.jpg"
Myristicaceae,Myristica,agusanensis,"ssp~ (M agusanensis, IT) L37550",L,37550,JPG,N,,,"M agusanensis, IT",Myristica,agusanensis,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp~ (M agusanensis, IT) L37550.jpg"
Myristicaceae,Myristica,agusanensis,"ssp~ (M sorsogonensis, IT) L37551",L,37551,JPG,N,,,"M sorsogonensis, IT",Myristica,sorsogonensis,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp~ (M sorsogonensis, IT) L37551.jpg"
Myristicaceae,Myristica,agusanensis,"ssp squamulosa (Gymnacranthera lanceolata, IT) NY66810",NY,66810,JPG,N,,,"Gymnacranthera lanceolata, IT",Gymnacranthera,lanceolata,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp squamulosa (Gymnacranthera lanceolata, IT) NY66810.jpg"
Myristicaceae,Myristica,agusanensis,"ssp~ (M laxiflora, IT) NY66884",NY,66884,JPG,N,,,"M laxiflora, IT",Myristica,laxiflora,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp~ (M laxiflora, IT) NY66884.jpg"
Myristicaceae,Myristica,agusanensis,"ssp~ (M sorsogonensis, IT) NY66891",NY,66891,JPG,N,,,"M sorsogonensis, IT",Myristica,sorsogonensis,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp~ (M sorsogonensis, IT) NY66891.jpg"
Myristicaceae,Myristica,agusanensis,"ssp squamulosa (M lancifolia, IT) US98929",US,98929,JPG,N,,,"M lancifolia, IT",Myristica,lancifolia,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp squamulosa (M lancifolia, IT) US98929.jpg"
Myristicaceae,Myristica,agusanensis,"ssp~ (M laxiflora, IT) US98945",US,98945,JPG,N,,,"M laxiflora, IT",Myristica,laxiflora,IT,,,,2003,"/Myristicaceae/Myristica agusanensis ssp~ (M laxiflora, IT) US98945.jpg"
Myristicaceae,Myristica,cumingii,"(Gymnacranthera negrosensis, IT) L37622",L,37622,JPG,N,,,"Gymnacranthera negrosensis, IT",Gymnacranthera,negrosensis,IT,,,,2003,"/Myristicaceae/Myristica cumingii (Gymnacranthera negrosensis, IT) L37622.jpg"
Myristicaceae,Myristica,cumingii,"(Gymnacranthera negrosensis, IT) NY66812",NY,66812,JPG,N,,,"Gymnacranthera negrosensis, IT",Gymnacranthera,negrosensis,IT,,,,2003,"/Myristicaceae/Myristica cumingii (Gymnacranthera negrosensis, IT) NY66812.jpg"
Myristicaceae,Myristica,cumingii,"(Gymnacranthera negrosensis, IT) US98932",US,98932,JPG,N,,,"Gymnacranthera negrosensis, IT",Gymnacranthera,negrosensis,IT,,,,2003,"/Myristicaceae/Myristica cumingii (Gymnacranthera negrosensis, IT) US98932.jpg"
Myristicaceae,Myristica,cumingii,"(M nitida, IT) US98950",US,98950,JPG,N,,,"M nitida, IT",Myristica,nitida,IT,,,,2003,"/Myristicaceae/Myristica cumingii (M nitida, IT) US98950.jpg"
Myristicaceae,Myristica,fatua,"ssp fatua (M plumeriifolia, IT) L37640",L,37640,JPG,N,,,"M plumeriifolia, IT",Myristica,plumeriifolia,IT,,,,2003,"/Myristicaceae/Myristica fatua ssp fatua (M plumeriifolia, IT) L37640.jpg"
Myristicaceae,Myristica,fatua,"ssp fatua (M plumeriifolia, IT) NY66890",NY,66890,JPG,N,,,"M plumeriifolia, IT",Myristica,plumeriifolia,IT,,,,2003,"/Myristicaceae/Myristica fatua ssp fatua (M plumeriifolia, IT) NY66890.jpg"
Myristicaceae,Myristica,fatua,"ssp~ (M plumeriifolia, IT) NY66890",NY,66890,JPG,N,,,"M plumeriifolia, IT",Myristica,plumeriifolia,IT,,,,2003,"/Myristicaceae/Myristica fatua ssp~ (M plumeriifolia, IT) NY66890.jpg"
Myristicaceae,Myristica,fatua,"(M plumeriifolia, IT) US98953",US,98953,JPG,N,,,"M plumeriifolia, IT",Myristica,plumeriifolia,IT,,,,2003,"/Myristicaceae/Myristica fatua (M plumeriifolia, IT) US98953.jpg"
Myristicaceae,Myristica,fatua,"ssp fatua (M plumeriifolia, IT) US98953",US,98953,JPG,N,,,"M plumeriifolia, IT",Myristica,plumeriifolia,IT,,,,2003,"/Myristicaceae/Myristica fatua ssp fatua (M plumeriifolia, IT) US98953.jpg"
Myristicaceae,Myristica,guateriifolia,"(M palawanensis, IT) L37662",L,37662,JPG,N,,,"M palawanensis, IT",Myristica,palawanensis,IT,,,,2003,"/Myristicaceae/Myristica guateriifolia (M palawanensis, IT) L37662.jpg"
Myristicaceae,Myristica,guateriifolia,"(M palawanensis, IT) SING 44672",SING,44672,JPG,N,,,"M palawanensis, IT",Myristica,palawanensis,IT,,,,2003,"/Myristicaceae/Myristica guateriifolia (M palawanensis, IT) SING 44672.jpg"
Myristicaceae,Myristica,guateriifolia,"(M palawanensis, IT) NY66888",NY,66888,JPG,N,,,"M palawanensis, IT",Myristica,palawanensis,IT,,,,2003,"/Myristicaceae/Myristica guateriifolia (M palawanensis, IT) NY66888.jpg"
Myristicaceae,Myristica,guatteriifolia,"(M palawanensis, IT) US98952",US,98952,JPG,N,,,"M palawanensis, IT",Myristica,palawanensis,IT,,,,2003,"/Myristicaceae/Myristica guatteriifolia (M palawanensis, IT) US98952.jpg"
Myristicaceae,Myristica,simiarum,"ssp ~ (M discolor, IT) L37768",L,37768,JPG,N,,,"M discolor, IT",Myristica,discolor,IT,,,,2003,"/Myristicaceae/Myristica simiarum ssp ~ (M discolor, IT) L37768.jpg"
Myristicaceae,Myristica,simiarum,"ssp ~ (M sulphurascens, IT) L37769",L,37769,JPG,N,,,"M sulphurascens, IT",Myristica,sulphurascens,IT,,,,2003,"/Myristicaceae/Myristica simiarum ssp ~ (M sulphurascens, IT) L37769.jpg"
Myristicaceae,Myristica,simiarum,"ssp~ (M discolor, IT) US98939",US,98939,JPG,N,,,"M discolor, IT",Myristica,discolor,IT,,,,2003,"/Myristicaceae/Myristica simiarum ssp~ (M discolor, IT) US98939.jpg"
Myrsinaceae,Ardisia,brevipetiolata,"(A sibuyanensis, IT) NY16363",NY,16363,JPG,N,,,"A sibuyanensis, IT",Ardisia,sibuyanensis,IT,,,,2003,"/Myrsinaceae/Ardisia brevipetiolata (A sibuyanensis, IT) NY16363.jpg"
Myrsinaceae,Ardisia,brevipetiolata,"(A sibuyanensis, IT) L62897",L,62897,JPG,N,,,"A sibuyanensis, IT",Ardisia,sibuyanensis,IT,,,,2003,"/Myrsinaceae/Ardisia brevipetiolata (A sibuyanensis, IT) L62897.jpg"
Myrsinaceae,Ardisia,curtipes,"(A dataensis, IT) US113739",US,113739,JPG,N,,,"A dataensis, IT",Ardisia,dataensis,IT,,,,2003,"/Myrsinaceae/Ardisia curtipes (A dataensis, IT) US113739.jpg"
Myrsinaceae,Ardisia,diffusa,"IT (also A milleflora, IT), NY16378",NY,16378,JPG,N,,,"also A milleflora, IT",also,A,IT,,,,2003,"/Myrsinaceae/Ardisia diffusa, IT (also A milleflora, IT), NY16378.jpg"
Myrsinaceae,Ardisia,diffusa,"ILT (also A milleflora, IT) US113744",US,113744,JPG,N,,,"also A milleflora, IT",also,A,IT,,,,2003,"/Myrsinaceae/Ardisia diffusa, ILT (also A milleflora, IT) US113744.jpg"
Myrsinaceae,Ardisia,geissanthoides,"(A glauca, IT) US113764",US,113764,JPG,N,,,"A glauca, IT",Ardisia,glauca,IT,,,,2003,"/Myrsinaceae/Ardisia geissanthoides (A glauca, IT) US113764.jpg"
Myrsinaceae,Ardisia,lanceolata,"(A clementis, IT) NY16383",NY,16383,JPG,N,,,"A clementis, IT",Ardisia,clementis,IT,,,,2003,"/Myrsinaceae/Ardisia lanceolata (A clementis, IT) NY16383.jpg"
Myrsinaceae,Ardisia,lanceolata,"(A clementis, IT) A25375",A,25375,JPG,N,,,"A clementis, IT",Ardisia,clementis,IT,,,,2003,"/Myrsinaceae/Ardisia lanceolata (A clementis, IT) A25375.jpg"
Myrsinaceae,Ardisia,lanceolata,"(A clementis, IT) L62899",L,62899,JPG,N,,,"A clementis, IT",Ardisia,clementis,IT,,,,2003,"/Myrsinaceae/Ardisia lanceolata (A clementis, IT) L62899.jpg"
Myrsinaceae,Ardisia,lanceolata,"(A clementis, IT) US113718",US,113718,JPG,N,,,"A clementis, IT",Ardisia,clementis,IT,,,,2003,"/Myrsinaceae/Ardisia lanceolata (A clementis, IT) US113718.jpg"
Myrsinaceae,Ardisia,lanceolata,"(A clementis, IT) MO2699999",MO,2699999,JPG,N,,,"A clementis, IT",Ardisia,clementis,IT,,,,2003,"/Myrsinaceae/Ardisia lanceolata (A clementis, IT) MO2699999.jpg"
Myrsinaceae,Ardisia,marginata,"(A cincta, IT) NY16384",NY,16384,JPG,N,,,"A cincta, IT",Ardisia,cincta,IT,,,,2003,"/Myrsinaceae/Ardisia marginata (A cincta, IT) NY16384.jpg"
Myrsinaceae,Ardisia,marginata,"(A apoensis, IT) NY16386",NY,16386,JPG,N,,,"A apoensis, IT",Ardisia,apoensis,IT,,,,2003,"/Myrsinaceae/Ardisia marginata (A apoensis, IT) NY16386.jpg"
Myrsinaceae,Ardisia,marginata,"(A apoensis, IT) L64526",L,64526,JPG,N,,,"A apoensis, IT",Ardisia,apoensis,IT,,,,2003,"/Myrsinaceae/Ardisia marginata (A apoensis, IT) L64526.jpg"
Myrsinaceae,Ardisia,marginata,"(A apoensis, IT) US113701",US,113701,JPG,N,,,"A apoensis, IT",Ardisia,apoensis,IT,,,,2003,"/Myrsinaceae/Ardisia marginata (A apoensis, IT) US113701.jpg"
Myrsinaceae,Ardisia,marginata,"(A cincta, IT) US113717",US,113717,JPG,N,,,"A cincta, IT",Ardisia,cincta,IT,,,,2003,"/Myrsinaceae/Ardisia marginata (A cincta, IT) US113717.jpg"
Myrsinaceae,Ardisia,pyramidalis,"(A perrottetiana, IT) L63997",L,63997,JPG,N,,,"A perrottetiana, IT",Ardisia,perrottetiana,IT,,,,2003,"/Myrsinaceae/Ardisia pyramidalis (A perrottetiana, IT) L63997.jpg"
Myrsinaceae,Ardisia,pyramidalis,"(A perrottetiana, IT) L63998",L,63998,JPG,N,,,"A perrottetiana, IT",Ardisia,perrottetiana,IT,,,,2003,"/Myrsinaceae/Ardisia pyramidalis (A perrottetiana, IT) L63998.jpg"
Myrsinaceae,Ardisia,saligna,"(A macropus, IT) US113789",US,113789,JPG,N,,,"A macropus, IT",Ardisia,macropus,IT,,,,2003,"/Myrsinaceae/Ardisia saligna (A macropus, IT) US113789.jpg"
Myrsinaceae,Ardisia,serrata,"(A grandidens, IT) L62961",L,62961,JPG,N,,,"A grandidens, IT",Ardisia,grandidens,IT,,,,2003,"/Myrsinaceae/Ardisia serrata (A grandidens, IT) L62961.jpg"
Myrsinaceae,Ardisia,serrata,"(A whitfordii, IT) US116242",US,116242,JPG,N,,,"A whitfordii, IT",Ardisia,whitfordii,IT,,,,2003,"/Myrsinaceae/Ardisia serrata (A whitfordii, IT) US116242.jpg"
Myrsinaceae,Ardisia,tomentosa,"(A peninsula, IT) NA5093",NA,5093,JPG,N,,,"A peninsula, IT",Ardisia,peninsula,IT,,,,2003,"/Myrsinaceae/Ardisia tomentosa (A peninsula, IT) NA5093.jpg"
Myrsinaceae,Ardisia,tomentosa,"(A peninsula, IT) NY16368",NY,16368,JPG,N,,,"A peninsula, IT",Ardisia,peninsula,IT,,,,2003,"/Myrsinaceae/Ardisia tomentosa (A peninsula, IT) NY16368.jpg"
Myrsinaceae,Ardisia,tomentosa,"(A cuprea, IT) NY16381",NY,16381,JPG,N,,,"A cuprea, IT",Ardisia,cuprea,IT,,,,2003,"/Myrsinaceae/Ardisia tomentosa (A cuprea, IT) NY16381.jpg"
Myrsinaceae,Ardisia,tomentosa,"(A cuprea, IT) NY16382",NY,16382,JPG,N,,,"A cuprea, IT",Ardisia,cuprea,IT,,,,2003,"/Myrsinaceae/Ardisia tomentosa (A cuprea, IT) NY16382.jpg"
Myrsinaceae,Ardisia,tomentosa,"(A cuprea, IT) L62904",L,62904,JPG,N,,,"A cuprea, IT",Ardisia,cuprea,IT,,,,2003,"/Myrsinaceae/Ardisia tomentosa (A cuprea, IT) L62904.jpg"
Myrsinaceae,Ardisia,tomentosa,"(A cuprea, IT) US113734",US,113734,JPG,N,,,"A cuprea, IT",Ardisia,cuprea,IT,,,,2003,"/Myrsinaceae/Ardisia tomentosa (A cuprea, IT) US113734.jpg"
Myrsinaceae,Ardisia,warburgiana,"(A sibulanensis, IT) L62898",L,62898,JPG,N,,,"A sibulanensis, IT",Ardisia,sibulanensis,IT,,,,2003,"/Myrsinaceae/Ardisia warburgiana (A sibulanensis, IT) L62898.jpg"
Myrsinaceae,Discocalyx,angustissima,"(D longissima, IT) US116304",US,116304,JPEG,N,,,"D longissima, IT",Discocalyx,longissima,IT,,,,2003,"/Myrsinaceae/Discocalyx angustissima (D longissima, IT) US116304.jpeg"
Myrsinaceae,Discocalyx,cybianthoides,"(Badula cybian~, IT) L5604",L,5604,JPG,N,,,"Badula cybian~, IT",Badula,cybian~,IT,,,,2003,"/Myrsinaceae/Discocalyx cybianthoides (Badula cybian~, IT) L5604.jpg"
Myrsinaceae,Discocalyx,philippinensis,"(Badula philippinensis, IT) L5608",L,5608,JPG,N,,,"Badula philippinensis, IT",Badula,philippinensis,IT,,,,2003,"/Myrsinaceae/Discocalyx philippinensis (Badula philippinensis, IT) L5608.jpg"
Myrsinaceae,Discocalyx,philippinensis,"(Badula philippinensis, IT) MO1966922",MO,1966922,JPG,N,,,"Badula philippinensis, IT",Badula,philippinensis,IT,,,,2003,"/Myrsinaceae/Discocalyx philippinensis (Badula philippinensis, IT) MO1966922.jpg"
Myrsinaceae,Embelia,whitfordii,"(E urdanetensis, IT) GH25461",GH,25461,JPG,N,,,"E urdanetensis, IT",Embelia,urdanetensis,IT,,,,2003,"/Myrsinaceae/Embelia whitfordii (E urdanetensis, IT) GH25461.jpg"
Myrsinaceae,Embelia,whitfordii,"(E urdanetensis, IT) A25462",A,25462,JPG,N,,,"E urdanetensis, IT",Embelia,urdanetensis,IT,,,,2003,"/Myrsinaceae/Embelia whitfordii (E urdanetensis, IT) A25462.jpg"
Myrsinaceae,Embelia,whitfordii,"(E urdanetensis, IT) NA26455",NA,26455,JPG,N,,,"E urdanetensis, IT",Embelia,urdanetensis,IT,,,,2003,"/Myrsinaceae/Embelia whitfordii (E urdanetensis, IT) NA26455.jpg"
Myrsinaceae,Loheria,crassifolia,"(Amblyanthopsis crass~, IT) A25183",A,25183,JPG,N,,,"Amblyanthopsis crass~, IT",Amblyanthopsis,crass~,IT,,,,2003,"/Myrsinaceae/Loheria crassifolia (Amblyanthopsis crass~, IT) A25183.jpg"
Myrsinaceae,Loheria,crassifolia,"(Amblyanthopsis crass~, IT) US116298",US,116298,JPEG,N,,,"Amblyanthopsis crass~, IT",Amblyanthopsis,crass~,IT,,,,2003,"/Myrsinaceae/Loheria crassifolia (Amblyanthopsis crass~, IT) US116298.jpeg"
Myrsinaceae,Loheria,jubilaria,"(L radlkoferi Merr. nom illeg., IT) US116323",US,116323,JPEG,N,,,"L radlkoferi Merr. nom illeg., IT",Loheria,radlkoferi,IT,,,,2003,"/Myrsinaceae/Loheria jubilaria (L radlkoferi Merr. nom illeg., IT) US116323.jpeg"
Myrsinaceae,Maesa,haenkeana,"(M embelioides, IT) A25546",A,25546,JPG,N,,,"M embelioides, IT",Maesa,embelioides,IT,,,,2003,"/Myrsinaceae/Maesa haenkeana (M embelioides, IT) A25546.jpg"
Myrsinaceae,Maesa,haenkeana,"(M irosinensis, IT) GH25547",GH,25547,JPG,N,,,"M irosinensis, IT",Maesa,irosinensis,IT,,,,2003,"/Myrsinaceae/Maesa haenkeana (M irosinensis, IT) GH25547.jpg"
Myrsinaceae,Maesa,haenkeana,"(M irosinensis, IT) A25548",A,25548,JPG,N,,,"M irosinensis, IT",Maesa,irosinensis,IT,,,,2003,"/Myrsinaceae/Maesa haenkeana (M irosinensis, IT) A25548.jpg"
Myrsinaceae,Maesa,indica,"(M grossedentata, IT) US731204",US,731204,JPG,N,,,"M grossedentata, IT",Maesa,grossedentata,IT,,,,2003,"/Myrsinaceae/Maesa indica (M grossedentata, IT) US731204.jpg"
Myrsinaceae,Maesa,indica,"(M grossedentata, IT) US731205",US,731205,JPG,N,,,"M grossedentata, IT",Maesa,grossedentata,IT,,,,2003,"/Myrsinaceae/Maesa indica (M grossedentata, IT) US731205.jpg"
Myrsinaceae,Maesa,indica,"(M indica v. obtusa, IT) US731207",US,731207,JPG,N,,,"M indica v. obtusa, IT",Maesa,indica,IT,,,,2003,"/Myrsinaceae/Maesa indica (M indica v. obtusa, IT) US731207.jpg"
Myrsinaceae,Maesa,ramentacea,"(M philippinensis, IT), not Philippine. MO13943",MO,13943,JPG,N,,,"M philippinensis, IT",Maesa,philippinensis,IT,,,,2003,"/Myrsinaceae/Maesa ramentacea (M philippinensis, IT), not Philippine. MO13943.jpg"
Myrsinaceae,Myrsine,apoensis,"(Rapanea apoensis, IT) US116417",US,116417,JPEG,N,,,"Rapanea apoensis, IT",Rapanea,apoensis,IT,,,,2003,"/Myrsinaceae/Myrsine apoensis (Rapanea apoensis, IT) US116417.jpeg"
Myrtaceae,Acmena,acuminatissima,"(Eugenia attenuatifolia, IT) US117885",US,117885,JPEG,N,,,"Eugenia attenuatifolia, IT",Eugenia,attenuatifolia,IT,,,,2003,"/Myrtaceae/Acmena acuminatissima (Eugenia attenuatifolia, IT) US117885.jpeg"
Myrtaceae,Acmena,acuminatissima,"(Eugenia attenuatifolia, IT) NY405093",NY,405093,JPG,N,,,"Eugenia attenuatifolia, IT",Eugenia,attenuatifolia,IT,,,,2003,"/Myrtaceae/Acmena acuminatissima (Eugenia attenuatifolia, IT) NY405093.jpg"
Myrtaceae,Cleistocalyx,arcuatinervius,"(Eugenia arcuat~, IT) US117882",US,117882,JPEG,N,,,"Eugenia arcuat~, IT",Eugenia,arcuat~,IT,,,,2003,"/Myrtaceae/Cleistocalyx arcuatinervius (Eugenia arcuat~, IT) US117882.jpeg"
Myrtaceae,Cleistocalyx,paucipunctatus,"(Eugenia paucip~, IT) L9335",L,9335,JPG,N,,,"Eugenia paucip~, IT",Eugenia,paucip~,IT,,,,2003,"/Myrtaceae/Cleistocalyx paucipunctatus (Eugenia paucip~, IT) L9335.jpg"
